0.00;10.00;0.0002;
0.00;9.80;0.0002;
0.00;9.60;0.0003;
0.00;9.40;0.0003;
0.00;9.20;0.0004;
0.00;9.00;0.0004;
0.00;8.80;0.0005;
0.00;8.60;0.0005;
0.00;8.40;0.0005;
0.00;8.20;0.0005;
0.00;8.00;0.0005;
0.00;7.80;0.0005;
0.00;7.60;0.0005;
0.00;7.40;0.0005;
0.00;7.20;0.0005;
0.00;7.00;0.0006;
0.00;6.80;0.0007;
0.00;6.60;0.0009;
0.00;6.40;0.0011;
0.00;6.20;0.0013;
0.00;6.00;0.0014;
0.00;5.80;0.0016;
0.00;5.60;0.0017;
0.00;5.40;0.0018;
0.00;5.20;0.0018;
0.00;5.00;0.0017;
0.00;4.80;0.0016;
0.00;4.60;0.0014;
0.00;4.40;0.0011;
0.00;4.20;0.0008;
0.00;4.00;0.0005;
0.00;3.80;0.0003;
0.00;3.60;0.0002;
0.00;3.40;0.0005;
0.00;3.20;0.0012;
0.00;3.00;0.0024;
0.00;2.80;0.0039;
0.00;2.60;0.0064;
0.00;2.40;0.0096;
0.00;2.20;0.0137;
0.00;2.00;0.0188;
0.00;1.80;0.0246;
0.00;1.60;0.0313;
0.00;1.40;0.0383;
0.00;1.20;0.0458;
0.00;1.00;0.0533;
0.00;0.80;0.0595;
0.00;0.60;0.0650;
0.00;0.40;0.0692;
0.00;0.20;0.0720;
0.00;0.00;0.0732;
5.00;10.00;0.0002;
5.00;9.80;0.0002;
5.00;9.60;0.0002;
5.00;9.40;0.0003;
5.00;9.20;0.0003;
5.00;9.00;0.0003;
5.00;8.80;0.0003;
5.00;8.60;0.0004;
5.00;8.40;0.0004;
5.00;8.20;0.0004;
5.00;8.00;0.0004;
5.00;7.80;0.0005;
5.00;7.60;0.0005;
5.00;7.40;0.0005;
5.00;7.20;0.0006;
5.00;7.00;0.0006;
5.00;6.80;0.0007;
5.00;6.60;0.0008;
5.00;6.40;0.0009;
5.00;6.20;0.0011;
5.00;6.00;0.0013;
5.00;5.80;0.0015;
5.00;5.60;0.0017;
5.00;5.40;0.0018;
5.00;5.20;0.0019;
5.00;5.00;0.0019;
5.00;4.80;0.0018;
5.00;4.60;0.0016;
5.00;4.40;0.0013;
5.00;4.20;0.0010;
5.00;4.00;0.0006;
5.00;3.80;0.0003;
5.00;3.60;0.0002;
5.00;3.40;0.0004;
5.00;3.20;0.0010;
5.00;3.00;0.0020;
5.00;2.80;0.0036;
5.00;2.60;0.0061;
5.00;2.40;0.0093;
5.00;2.20;0.0134;
5.00;2.00;0.0185;
5.00;1.80;0.0243;
5.00;1.60;0.0312;
5.00;1.40;0.0384;
5.00;1.20;0.0459;
5.00;1.00;0.0534;
5.00;0.80;0.0596;
5.00;0.60;0.0651;
5.00;0.40;0.0693;
5.00;0.20;0.0721;
5.00;0.00;0.0732;
10.00;10.00;0.0002;
10.00;9.80;0.0002;
10.00;9.60;0.0002;
10.00;9.40;0.0003;
10.00;9.20;0.0003;
10.00;9.00;0.0003;
10.00;8.80;0.0003;
10.00;8.60;0.0003;
10.00;8.40;0.0003;
10.00;8.20;0.0003;
10.00;8.00;0.0003;
10.00;7.80;0.0003;
10.00;7.60;0.0004;
10.00;7.40;0.0004;
10.00;7.20;0.0004;
10.00;7.00;0.0004;
10.00;6.80;0.0005;
10.00;6.60;0.0006;
10.00;6.40;0.0007;
10.00;6.20;0.0008;
10.00;6.00;0.0010;
10.00;5.80;0.0013;
10.00;5.60;0.0015;
10.00;5.40;0.0017;
10.00;5.20;0.0018;
10.00;5.00;0.0019;
10.00;4.80;0.0018;
10.00;4.60;0.0016;
10.00;4.40;0.0013;
10.00;4.20;0.0010;
10.00;4.00;0.0006;
10.00;3.80;0.0003;
10.00;3.60;0.0001;
10.00;3.40;0.0003;
10.00;3.20;0.0008;
10.00;3.00;0.0019;
10.00;2.80;0.0035;
10.00;2.60;0.0060;
10.00;2.40;0.0093;
10.00;2.20;0.0136;
10.00;2.00;0.0187;
10.00;1.80;0.0248;
10.00;1.60;0.0314;
10.00;1.40;0.0389;
10.00;1.20;0.0464;
10.00;1.00;0.0537;
10.00;0.80;0.0598;
10.00;0.60;0.0654;
10.00;0.40;0.0694;
10.00;0.20;0.0722;
10.00;0.00;0.0734;
15.00;10.00;0.0003;
15.00;9.80;0.0003;
15.00;9.60;0.0003;
15.00;9.40;0.0003;
15.00;9.20;0.0003;
15.00;9.00;0.0003;
15.00;8.80;0.0003;
15.00;8.60;0.0004;
15.00;8.40;0.0002;
15.00;8.20;0.0002;
15.00;8.00;0.0002;
15.00;7.80;0.0002;
15.00;7.60;0.0002;
15.00;7.40;0.0002;
15.00;7.20;0.0003;
15.00;7.00;0.0003;
15.00;6.80;0.0004;
15.00;6.60;0.0004;
15.00;6.40;0.0006;
15.00;6.20;0.0007;
15.00;6.00;0.0009;
15.00;5.80;0.0011;
15.00;5.60;0.0014;
15.00;5.40;0.0016;
15.00;5.20;0.0017;
15.00;5.00;0.0018;
15.00;4.80;0.0017;
15.00;4.60;0.0016;
15.00;4.40;0.0013;
15.00;4.20;0.0009;
15.00;4.00;0.0006;
15.00;3.80;0.0003;
15.00;3.60;0.0001;
15.00;3.40;0.0002;
15.00;3.20;0.0008;
15.00;3.00;0.0019;
15.00;2.80;0.0035;
15.00;2.60;0.0060;
15.00;2.40;0.0093;
15.00;2.20;0.0137;
15.00;2.00;0.0190;
15.00;1.80;0.0249;
15.00;1.60;0.0318;
15.00;1.40;0.0393;
15.00;1.20;0.0470;
15.00;1.00;0.0541;
15.00;0.80;0.0601;
15.00;0.60;0.0656;
15.00;0.40;0.0695;
15.00;0.20;0.0724;
15.00;0.00;0.0733;
20.00;10.00;0.0006;
20.00;9.80;0.0007;
20.00;9.60;0.0007;
20.00;9.40;0.0006;
20.00;9.20;0.0006;
20.00;9.00;0.0005;
20.00;8.80;0.0004;
20.00;8.60;0.0004;
20.00;8.40;0.0003;
20.00;8.20;0.0002;
20.00;8.00;0.0002;
20.00;7.80;0.0002;
20.00;7.60;0.0002;
20.00;7.40;0.0002;
20.00;7.20;0.0002;
20.00;7.00;0.0003;
20.00;6.80;0.0003;
20.00;6.60;0.0004;
20.00;6.40;0.0006;
20.00;6.20;0.0007;
20.00;6.00;0.0009;
20.00;5.80;0.0011;
20.00;5.60;0.0013;
20.00;5.40;0.0015;
20.00;5.20;0.0016;
20.00;5.00;0.0016;
20.00;4.80;0.0016;
20.00;4.60;0.0014;
20.00;4.40;0.0012;
20.00;4.20;0.0008;
20.00;4.00;0.0005;
20.00;3.80;0.0002;
20.00;3.60;0.0001;
20.00;3.40;0.0002;
20.00;3.20;0.0008;
20.00;3.00;0.0019;
20.00;2.80;0.0036;
20.00;2.60;0.0061;
20.00;2.40;0.0096;
20.00;2.20;0.0141;
20.00;2.00;0.0194;
20.00;1.80;0.0255;
20.00;1.60;0.0323;
20.00;1.40;0.0397;
20.00;1.20;0.0476;
20.00;1.00;0.0546;
20.00;0.80;0.0605;
20.00;0.60;0.0658;
20.00;0.40;0.0696;
20.00;0.20;0.0723;
20.00;0.00;0.0733;
25.00;10.00;0.0007;
25.00;9.80;0.0008;
25.00;9.60;0.0008;
25.00;9.40;0.0008;
25.00;9.20;0.0008;
25.00;9.00;0.0007;
25.00;8.80;0.0006;
25.00;8.60;0.0005;
25.00;8.40;0.0004;
25.00;8.20;0.0004;
25.00;8.00;0.0002;
25.00;7.80;0.0002;
25.00;7.60;0.0005;
25.00;7.40;0.0002;
25.00;7.20;0.0002;
25.00;7.00;0.0002;
25.00;6.80;0.0003;
25.00;6.60;0.0004;
25.00;6.40;0.0005;
25.00;6.20;0.0007;
25.00;6.00;0.0008;
25.00;5.80;0.0010;
25.00;5.60;0.0012;
25.00;5.40;0.0014;
25.00;5.20;0.0015;
25.00;5.00;0.0016;
25.00;4.80;0.0015;
25.00;4.60;0.0013;
25.00;4.40;0.0010;
25.00;4.20;0.0007;
25.00;4.00;0.0004;
25.00;3.80;0.0002;
25.00;3.60;0.0001;
25.00;3.40;0.0003;
25.00;3.20;0.0009;
25.00;3.00;0.0020;
25.00;2.80;0.0038;
25.00;2.60;0.0065;
25.00;2.40;0.0101;
25.00;2.20;0.0146;
25.00;2.00;0.0201;
25.00;1.80;0.0263;
25.00;1.60;0.0331;
25.00;1.40;0.0404;
25.00;1.20;0.0481;
25.00;1.00;0.0552;
25.00;0.80;0.0611;
25.00;0.60;0.0660;
25.00;0.40;0.0698;
25.00;0.20;0.0728;
25.00;0.00;0.0733;
30.00;10.00;0.0004;
30.00;9.80;0.0005;
30.00;9.60;0.0005;
30.00;9.40;0.0005;
30.00;9.20;0.0005;
30.00;9.00;0.0005;
30.00;8.80;0.0005;
30.00;8.60;0.0005;
30.00;8.40;0.0005;
30.00;8.20;0.0004;
30.00;8.00;0.0004;
30.00;7.80;0.0003;
30.00;7.60;0.0003;
30.00;7.40;0.0002;
30.00;7.20;0.0002;
30.00;7.00;0.0002;
30.00;6.80;0.0003;
30.00;6.60;0.0003;
30.00;6.40;0.0004;
30.00;6.20;0.0006;
30.00;6.00;0.0007;
30.00;5.80;0.0009;
30.00;5.60;0.0011;
30.00;5.40;0.0013;
30.00;5.20;0.0014;
30.00;5.00;0.0014;
30.00;4.80;0.0014;
30.00;4.60;0.0012;
30.00;4.40;0.0010;
30.00;4.20;0.0007;
30.00;4.00;0.0003;
30.00;3.80;0.0001;
30.00;3.60;0.0001;
30.00;3.40;0.0004;
30.00;3.20;0.0012;
30.00;3.00;0.0024;
30.00;2.80;0.0043;
30.00;2.60;0.0071;
30.00;2.40;0.0107;
30.00;2.20;0.0153;
30.00;2.00;0.0208;
30.00;1.80;0.0272;
30.00;1.60;0.0340;
30.00;1.40;0.0411;
30.00;1.20;0.0488;
30.00;1.00;0.0557;
30.00;0.80;0.0616;
30.00;0.60;0.0664;
30.00;0.40;0.0700;
30.00;0.20;0.0725;
30.00;0.00;0.0732;
35.00;10.00;0.0003;
35.00;9.80;0.0003;
35.00;9.60;0.0003;
35.00;9.40;0.0003;
35.00;9.20;0.0003;
35.00;9.00;0.0003;
35.00;8.80;0.0003;
35.00;8.60;0.0004;
35.00;8.40;0.0004;
35.00;8.20;0.0004;
35.00;8.00;0.0005;
35.00;7.80;0.0004;
35.00;7.60;0.0004;
35.00;7.40;0.0004;
35.00;7.20;0.0003;
35.00;7.00;0.0003;
35.00;6.80;0.0003;
35.00;6.60;0.0003;
35.00;6.40;0.0004;
35.00;6.20;0.0005;
35.00;6.00;0.0006;
35.00;5.80;0.0008;
35.00;5.60;0.0010;
35.00;5.40;0.0012;
35.00;5.20;0.0013;
35.00;5.00;0.0014;
35.00;4.80;0.0013;
35.00;4.60;0.0012;
35.00;4.40;0.0009;
35.00;4.20;0.0006;
35.00;4.00;0.0003;
35.00;3.80;0.0001;
35.00;3.60;0.0002;
35.00;3.40;0.0006;
35.00;3.20;0.0014;
35.00;3.00;0.0028;
35.00;2.80;0.0048;
35.00;2.60;0.0077;
35.00;2.40;0.0115;
35.00;2.20;0.0162;
35.00;2.00;0.0218;
35.00;1.80;0.0281;
35.00;1.60;0.0349;
35.00;1.40;0.0421;
35.00;1.20;0.0495;
35.00;1.00;0.0562;
35.00;0.80;0.0620;
35.00;0.60;0.0667;
35.00;0.40;0.0701;
35.00;0.20;0.0724;
35.00;0.00;0.0732;
40.00;10.00;0.0003;
40.00;9.80;0.0003;
40.00;9.60;0.0003;
40.00;9.40;0.0003;
40.00;9.20;0.0002;
40.00;9.00;0.0002;
40.00;8.80;0.0002;
40.00;8.60;0.0002;
40.00;8.40;0.0002;
40.00;8.20;0.0002;
40.00;8.00;0.0003;
40.00;7.80;0.0003;
40.00;7.60;0.0005;
40.00;7.40;0.0003;
40.00;7.20;0.0003;
40.00;7.00;0.0003;
40.00;6.80;0.0003;
40.00;6.60;0.0003;
40.00;6.40;0.0004;
40.00;6.20;0.0005;
40.00;6.00;0.0006;
40.00;5.80;0.0008;
40.00;5.60;0.0009;
40.00;5.40;0.0011;
40.00;5.20;0.0013;
40.00;5.00;0.0013;
40.00;4.80;0.0013;
40.00;4.60;0.0011;
40.00;4.40;0.0009;
40.00;4.20;0.0006;
40.00;4.00;0.0003;
40.00;3.80;0.0001;
40.00;3.60;0.0002;
40.00;3.40;0.0007;
40.00;3.20;0.0016;
40.00;3.00;0.0031;
40.00;2.80;0.0053;
40.00;2.60;0.0084;
40.00;2.40;0.0122;
40.00;2.20;0.0170;
40.00;2.00;0.0226;
40.00;1.80;0.0289;
40.00;1.60;0.0358;
40.00;1.40;0.0430;
40.00;1.20;0.0501;
40.00;1.00;0.0568;
40.00;0.80;0.0625;
40.00;0.60;0.0671;
40.00;0.40;0.0704;
40.00;0.20;0.0726;
40.00;0.00;0.0733;
45.00;10.00;0.0003;
45.00;9.80;0.0002;
45.00;9.60;0.0002;
45.00;9.40;0.0002;
45.00;9.20;0.0002;
45.00;9.00;0.0002;
45.00;8.80;0.0001;
45.00;8.60;0.0001;
45.00;8.40;0.0002;
45.00;8.20;0.0002;
45.00;8.00;0.0002;
45.00;7.80;0.0002;
45.00;7.60;0.0002;
45.00;7.40;0.0003;
45.00;7.20;0.0003;
45.00;7.00;0.0003;
45.00;6.80;0.0003;
45.00;6.60;0.0003;
45.00;6.40;0.0004;
45.00;6.20;0.0005;
45.00;6.00;0.0006;
45.00;5.80;0.0008;
45.00;5.60;0.0010;
45.00;5.40;0.0012;
45.00;5.20;0.0013;
45.00;5.00;0.0014;
45.00;4.80;0.0014;
45.00;4.60;0.0012;
45.00;4.40;0.0010;
45.00;4.20;0.0006;
45.00;4.00;0.0003;
45.00;3.80;0.0001;
45.00;3.60;0.0002;
45.00;3.40;0.0007;
45.00;3.20;0.0016;
45.00;3.00;0.0032;
45.00;2.80;0.0056;
45.00;2.60;0.0088;
45.00;2.40;0.0128;
45.00;2.20;0.0177;
45.00;2.00;0.0233;
45.00;1.80;0.0296;
45.00;1.60;0.0366;
45.00;1.40;0.0437;
45.00;1.20;0.0507;
45.00;1.00;0.0572;
45.00;0.80;0.0629;
45.00;0.60;0.0674;
45.00;0.40;0.0706;
45.00;0.20;0.0726;
45.00;0.00;0.0733;
50.00;10.00;0.0003;
50.00;9.80;0.0002;
50.00;9.60;0.0002;
50.00;9.40;0.0002;
50.00;9.20;0.0002;
50.00;9.00;0.0002;
50.00;8.80;0.0002;
50.00;8.60;0.0002;
50.00;8.40;0.0002;
50.00;8.20;0.0002;
50.00;8.00;0.0002;
50.00;7.80;0.0002;
50.00;7.60;0.0002;
50.00;7.40;0.0002;
50.00;7.20;0.0003;
50.00;7.00;0.0003;
50.00;6.80;0.0003;
50.00;6.60;0.0004;
50.00;6.40;0.0004;
50.00;6.20;0.0005;
50.00;6.00;0.0007;
50.00;5.80;0.0009;
50.00;5.60;0.0011;
50.00;5.40;0.0013;
50.00;5.20;0.0015;
50.00;5.00;0.0017;
50.00;4.80;0.0016;
50.00;4.60;0.0015;
50.00;4.40;0.0012;
50.00;4.20;0.0008;
50.00;4.00;0.0004;
50.00;3.80;0.0002;
50.00;3.60;0.0001;
50.00;3.40;0.0005;
50.00;3.20;0.0015;
50.00;3.00;0.0032;
50.00;2.80;0.0056;
50.00;2.60;0.0088;
50.00;2.40;0.0130;
50.00;2.20;0.0179;
50.00;2.00;0.0237;
50.00;1.80;0.0302;
50.00;1.60;0.0372;
50.00;1.40;0.0443;
50.00;1.20;0.0512;
50.00;1.00;0.0577;
50.00;0.80;0.0633;
50.00;0.60;0.0676;
50.00;0.40;0.0707;
50.00;0.20;0.0726;
50.00;0.00;0.0732;
55.00;10.00;0.0001;
55.00;9.80;0.0002;
55.00;9.60;0.0001;
55.00;9.40;0.0002;
55.00;9.20;0.0002;
55.00;9.00;0.0002;
55.00;8.80;0.0002;
55.00;8.60;0.0002;
55.00;8.40;0.0002;
55.00;8.20;0.0002;
55.00;8.00;0.0002;
55.00;7.80;0.0002;
55.00;7.60;0.0002;
55.00;7.40;0.0002;
55.00;7.20;0.0002;
55.00;7.00;0.0002;
55.00;6.80;0.0002;
55.00;6.60;0.0003;
55.00;6.40;0.0004;
55.00;6.20;0.0005;
55.00;6.00;0.0007;
55.00;5.80;0.0009;
55.00;5.60;0.0011;
55.00;5.40;0.0014;
55.00;5.20;0.0017;
55.00;5.00;0.0018;
55.00;4.80;0.0019;
55.00;4.60;0.0018;
55.00;4.40;0.0016;
55.00;4.20;0.0011;
55.00;4.00;0.0007;
55.00;3.80;0.0003;
55.00;3.60;0.0002;
55.00;3.40;0.0004;
55.00;3.20;0.0013;
55.00;3.00;0.0029;
55.00;2.80;0.0053;
55.00;2.60;0.0087;
55.00;2.40;0.0128;
55.00;2.20;0.0180;
55.00;2.00;0.0238;
55.00;1.80;0.0306;
55.00;1.60;0.0376;
55.00;1.40;0.0446;
55.00;1.20;0.0516;
55.00;1.00;0.0581;
55.00;0.80;0.0635;
55.00;0.60;0.0677;
55.00;0.40;0.0708;
55.00;0.20;0.0727;
55.00;0.00;0.0732;
60.00;10.00;0.0001;
60.00;9.80;0.0000;
60.00;9.60;0.0001;
60.00;9.40;0.0001;
60.00;9.20;0.0001;
60.00;9.00;0.0001;
60.00;8.80;0.0002;
60.00;8.60;0.0002;
60.00;8.40;0.0002;
60.00;8.20;0.0002;
60.00;8.00;0.0002;
60.00;7.80;0.0002;
60.00;7.60;0.0002;
60.00;7.40;0.0001;
60.00;7.20;0.0001;
60.00;7.00;0.0001;
60.00;6.80;0.0002;
60.00;6.60;0.0002;
60.00;6.40;0.0003;
60.00;6.20;0.0004;
60.00;6.00;0.0005;
60.00;5.80;0.0007;
60.00;5.60;0.0010;
60.00;5.40;0.0013;
60.00;5.20;0.0016;
60.00;5.00;0.0018;
60.00;4.80;0.0020;
60.00;4.60;0.0020;
60.00;4.40;0.0018;
60.00;4.20;0.0014;
60.00;4.00;0.0009;
60.00;3.80;0.0005;
60.00;3.60;0.0003;
60.00;3.40;0.0005;
60.00;3.20;0.0012;
60.00;3.00;0.0026;
60.00;2.80;0.0050;
60.00;2.60;0.0083;
60.00;2.40;0.0126;
60.00;2.20;0.0178;
60.00;2.00;0.0238;
60.00;1.80;0.0306;
60.00;1.60;0.0377;
60.00;1.40;0.0448;
60.00;1.20;0.0518;
60.00;1.00;0.0582;
60.00;0.80;0.0637;
60.00;0.60;0.0679;
60.00;0.40;0.0709;
60.00;0.20;0.0724;
60.00;0.00;0.0732;
65.00;10.00;0.0001;
65.00;9.80;0.0001;
65.00;9.60;0.0001;
65.00;9.40;0.0001;
65.00;9.20;0.0001;
65.00;9.00;0.0001;
65.00;8.80;0.0001;
65.00;8.60;0.0002;
65.00;8.40;0.0002;
65.00;8.20;0.0002;
65.00;8.00;0.0002;
65.00;7.80;0.0002;
65.00;7.60;0.0001;
65.00;7.40;0.0001;
65.00;7.20;0.0001;
65.00;7.00;0.0001;
65.00;6.80;0.0001;
65.00;6.60;0.0002;
65.00;6.40;0.0002;
65.00;6.20;0.0003;
65.00;6.00;0.0004;
65.00;5.80;0.0006;
65.00;5.60;0.0008;
65.00;5.40;0.0010;
65.00;5.20;0.0013;
65.00;5.00;0.0015;
65.00;4.80;0.0018;
65.00;4.60;0.0019;
65.00;4.40;0.0018;
65.00;4.20;0.0015;
65.00;4.00;0.0011;
65.00;3.80;0.0007;
65.00;3.60;0.0005;
65.00;3.40;0.0006;
65.00;3.20;0.0011;
65.00;3.00;0.0024;
65.00;2.80;0.0047;
65.00;2.60;0.0079;
65.00;2.40;0.0121;
65.00;2.20;0.0174;
65.00;2.00;0.0235;
65.00;1.80;0.0304;
65.00;1.60;0.0375;
65.00;1.40;0.0448;
65.00;1.20;0.0518;
65.00;1.00;0.0583;
65.00;0.80;0.0637;
65.00;0.60;0.0679;
65.00;0.40;0.0709;
65.00;0.20;0.0728;
65.00;0.00;0.0733;
70.00;10.00;0.0001;
70.00;9.80;0.0001;
70.00;9.60;0.0001;
70.00;9.40;0.0002;
70.00;9.20;0.0002;
70.00;9.00;0.0002;
70.00;8.80;0.0002;
70.00;8.60;0.0003;
70.00;8.40;0.0002;
70.00;8.20;0.0002;
70.00;8.00;0.0002;
70.00;7.80;0.0002;
70.00;7.60;0.0002;
70.00;7.40;0.0001;
70.00;7.20;0.0001;
70.00;7.00;0.0001;
70.00;6.80;0.0001;
70.00;6.60;0.0002;
70.00;6.40;0.0002;
70.00;6.20;0.0003;
70.00;6.00;0.0004;
70.00;5.80;0.0005;
70.00;5.60;0.0007;
70.00;5.40;0.0009;
70.00;5.20;0.0011;
70.00;5.00;0.0014;
70.00;4.80;0.0016;
70.00;4.60;0.0016;
70.00;4.40;0.0017;
70.00;4.20;0.0015;
70.00;4.00;0.0011;
70.00;3.80;0.0008;
70.00;3.60;0.0006;
70.00;3.40;0.0007;
70.00;3.20;0.0012;
70.00;3.00;0.0023;
70.00;2.80;0.0040;
70.00;2.60;0.0075;
70.00;2.40;0.0117;
70.00;2.20;0.0170;
70.00;2.00;0.0231;
70.00;1.80;0.0300;
70.00;1.60;0.0372;
70.00;1.40;0.0446;
70.00;1.20;0.0517;
70.00;1.00;0.0583;
70.00;0.80;0.0637;
70.00;0.60;0.0680;
70.00;0.40;0.0710;
70.00;0.20;0.0728;
70.00;0.00;0.0732;
75.00;10.00;0.0001;
75.00;9.80;0.0001;
75.00;9.60;0.0001;
75.00;9.40;0.0001;
75.00;9.20;0.0001;
75.00;9.00;0.0002;
75.00;8.80;0.0002;
75.00;8.60;0.0003;
75.00;8.40;0.0003;
75.00;8.20;0.0003;
75.00;8.00;0.0002;
75.00;7.80;0.0002;
75.00;7.60;0.0003;
75.00;7.40;0.0001;
75.00;7.20;0.0001;
75.00;7.00;0.0001;
75.00;6.80;0.0001;
75.00;6.60;0.0001;
75.00;6.40;0.0002;
75.00;6.20;0.0003;
75.00;6.00;0.0004;
75.00;5.80;0.0006;
75.00;5.60;0.0006;
75.00;5.40;0.0008;
75.00;5.20;0.0011;
75.00;5.00;0.0013;
75.00;4.80;0.0014;
75.00;4.60;0.0015;
75.00;4.40;0.0014;
75.00;4.20;0.0013;
75.00;4.00;0.0009;
75.00;3.80;0.0007;
75.00;3.60;0.0006;
75.00;3.40;0.0008;
75.00;3.20;0.0012;
75.00;3.00;0.0023;
75.00;2.80;0.0042;
75.00;2.60;0.0072;
75.00;2.40;0.0113;
75.00;2.20;0.0165;
75.00;2.00;0.0227;
75.00;1.80;0.0295;
75.00;1.60;0.0368;
75.00;1.40;0.0443;
75.00;1.20;0.0513;
75.00;1.00;0.0580;
75.00;0.80;0.0636;
75.00;0.60;0.0680;
75.00;0.40;0.0711;
75.00;0.20;0.0724;
75.00;0.00;0.0732;
80.00;10.00;0.0001;
80.00;9.80;0.0001;
80.00;9.60;0.0001;
80.00;9.40;0.0001;
80.00;9.20;0.0001;
80.00;9.00;0.0001;
80.00;8.80;0.0001;
80.00;8.60;0.0002;
80.00;8.40;0.0002;
80.00;8.20;0.0002;
80.00;8.00;0.0002;
80.00;7.80;0.0001;
80.00;7.60;0.0001;
80.00;7.40;0.0001;
80.00;7.20;0.0001;
80.00;7.00;0.0001;
80.00;6.80;0.0001;
80.00;6.60;0.0001;
80.00;6.40;0.0002;
80.00;6.20;0.0003;
80.00;6.00;0.0004;
80.00;5.80;0.0005;
80.00;5.60;0.0007;
80.00;5.40;0.0008;
80.00;5.20;0.0010;
80.00;5.00;0.0012;
80.00;4.80;0.0013;
80.00;4.60;0.0013;
80.00;4.40;0.0013;
80.00;4.20;0.0011;
80.00;4.00;0.0009;
80.00;3.80;0.0007;
80.00;3.60;0.0006;
80.00;3.40;0.0008;
80.00;3.20;0.0013;
80.00;3.00;0.0023;
80.00;2.80;0.0042;
80.00;2.60;0.0070;
80.00;2.40;0.0110;
80.00;2.20;0.0161;
80.00;2.00;0.0221;
80.00;1.80;0.0290;
80.00;1.60;0.0363;
80.00;1.40;0.0438;
80.00;1.20;0.0509;
80.00;1.00;0.0577;
80.00;0.80;0.0634;
80.00;0.60;0.0679;
80.00;0.40;0.0711;
80.00;0.20;0.0728;
80.00;0.00;0.0732;
85.00;10.00;0.0001;
85.00;9.80;0.0001;
85.00;9.60;0.0001;
85.00;9.40;0.0001;
85.00;9.20;0.0001;
85.00;9.00;0.0001;
85.00;8.80;0.0001;
85.00;8.60;0.0002;
85.00;8.40;0.0005;
85.00;8.20;0.0002;
85.00;8.00;0.0002;
85.00;7.80;0.0001;
85.00;7.60;0.0001;
85.00;7.40;0.0001;
85.00;7.20;0.0001;
85.00;7.00;0.0001;
85.00;6.80;0.0001;
85.00;6.60;0.0002;
85.00;6.40;0.0002;
85.00;6.20;0.0003;
85.00;6.00;0.0004;
85.00;5.80;0.0006;
85.00;5.60;0.0007;
85.00;5.40;0.0009;
85.00;5.20;0.0010;
85.00;5.00;0.0011;
85.00;4.80;0.0012;
85.00;4.60;0.0012;
85.00;4.40;0.0011;
85.00;4.20;0.0010;
85.00;4.00;0.0008;
85.00;3.80;0.0006;
85.00;3.60;0.0006;
85.00;3.40;0.0008;
85.00;3.20;0.0013;
85.00;3.00;0.0024;
85.00;2.80;0.0041;
85.00;2.60;0.0069;
85.00;2.40;0.0108;
85.00;2.20;0.0157;
85.00;2.00;0.0217;
85.00;1.80;0.0284;
85.00;1.60;0.0357;
85.00;1.40;0.0433;
85.00;1.20;0.0505;
85.00;1.00;0.0577;
85.00;0.80;0.0631;
85.00;0.60;0.0678;
85.00;0.40;0.0710;
85.00;0.20;0.0728;
85.00;0.00;0.0732;
90.00;10.00;0.0001;
90.00;9.80;0.0001;
90.00;9.60;0.0002;
90.00;9.40;0.0002;
90.00;9.20;0.0002;
90.00;9.00;0.0002;
90.00;8.80;0.0002;
90.00;8.60;0.0002;
90.00;8.40;0.0002;
90.00;8.20;0.0002;
90.00;8.00;0.0001;
90.00;7.80;0.0001;
90.00;7.60;0.0001;
90.00;7.40;0.0001;
90.00;7.20;0.0001;
90.00;7.00;0.0001;
90.00;6.80;0.0001;
90.00;6.60;0.0001;
90.00;6.40;0.0002;
90.00;6.20;0.0003;
90.00;6.00;0.0004;
90.00;5.80;0.0006;
90.00;5.60;0.0007;
90.00;5.40;0.0008;
90.00;5.20;0.0010;
90.00;5.00;0.0010;
90.00;4.80;0.0011;
90.00;4.60;0.0011;
90.00;4.40;0.0010;
90.00;4.20;0.0009;
90.00;4.00;0.0006;
90.00;3.80;0.0006;
90.00;3.60;0.0006;
90.00;3.40;0.0008;
90.00;3.20;0.0014;
90.00;3.00;0.0024;
